title_and_specs,author,urls,avg_rating,num_ratings,date_published,booktok_popularity,num_pages,top_genre,title,series_format
"Hunter (Hunting Her, #1)",EDEN SUMMERS,https://www.goodreads.com/book/show/38752034-hunter,3.95,"                4,045",2018,815,274,Romance,HUNTER,"Hunting Her, #1"
"Filthy (The Five Points' Mob Collection, #1)",SERENA AKEROYD,https://www.goodreads.com/book/show/58693584-filthy,3.92,"                7,103",2020,816,528,Romance,FILTHY,"The Five Points' Mob Collection, #1"
"Kingdom of the Feared (Kingdom of the Wicked, #3)",KERRI MANISCALCO,https://www.goodreads.com/book/show/58470171-kingdom-of-the-feared,4.58,                321,2022,817,464,Fantasy,KINGDOM OF THE FEARED,"Kingdom of the Wicked, #3"
"Sinners' Playground (The Harlequin Crew, #1)",CAROLINE PECKHAM,https://www.goodreads.com/book/show/55762906-sinners-playground,4.3,"                7,242",hed ,818,625,Polyamorous,SINNERS' PLAYGROUND,"The Harlequin Crew, #1"
"The Trouble with Hating You (The Trouble with Hating You, #1)",SAJNI PATEL,https://www.goodreads.com/book/show/49624654-the-trouble-with-hating-you,3.83,"                17,263",2020,819,336,Romance,THE TROUBLE WITH HATING YOU,"The Trouble with Hating You, #1"
Conclave (Devil's Night #3.5),PENELOPE DOUGLAS,https://www.goodreads.com/book/show/58080327-conclave,3.92,"                21,831",2019,820,114,Romance,CONCLAVE,Devil's Night #3.5
The Summer of Broken Rules (Hardcover),KL WALTHER,https://www.goodreads.com/book/show/49259788-the-summer-of-broken-rules,4.15,"                9,164",2021,821,386,Romance,THE SUMMER OF BROKEN RULES,Hardcover
Jade Fire Gold (Hardcover),JUNE CL TAN,https://www.goodreads.com/book/show/56645963-jade-fire-gold,3.74,"                5,016",2021,822,464,Fantasy,JADE FIRE GOLD,Hardcover
"Three Simple Rules (Blindfold Club, #1)",NIKKI SLOANE,https://www.goodreads.com/book/show/23016075-three-simple-rules,3.96,"                11,618",2015,823,288,Romance,THREE SIMPLE RULES,"Blindfold Club, #1"
"The Perfect First (Fulton U, #1)",MAYA HUGHES,https://www.goodreads.com/book/show/43802284-the-perfect-first,3.9,"                21,841",2019,824,342,Romance,THE PERFECT FIRST,"Fulton U, #1"
"Divine (Divine, #1)",MJ WOODMAN,https://www.goodreads.com/book/show/57918219-divine,3.72,                392,hed ,825,308,Fantasy,DIVINE,"Divine, #1"
"You Had Me at Hola (Primas of Power, #1)",ALEXIS DARIA,https://www.goodreads.com/book/show/52886627-you-had-me-at-hola,3.71,"                29,863",2020,826,384,Romance,YOU HAD ME AT HOLA,"Primas of Power, #1"
"Queen Takes Rose (Wicked Villains, #6)",KATEE ROBERT,https://www.goodreads.com/book/show/48823210-queen-takes-rose,3.67,"                3,660",2020,827,294,Romance,QUEEN TAKES ROSE,"Wicked Villains, #6"
In Deeper Waters (Hardcover),FT LUKENS,https://www.goodreads.com/book/show/54303971-in-deeper-waters,3.93,"                10,061",2021,828,320,Fantasy,IN DEEPER WATERS,Hardcover
"Dead Moons Rising (Honest Scrolls, #1)",JACK WHITNEY,https://www.goodreads.com/book/show/56668914-dead-moons-rising,3.77,"                1,097",hed ,829,530,Fantasy,DEAD MOONS RISING,"Honest Scrolls, #1"
A Man Called Ove (Hardcover),FREDRIK BACKMAN,https://www.goodreads.com/book/show/18774964-a-man-called-ove,4.36,"                761,872",2012,830,337,Fiction,A MAN CALLED OVE,Hardcover
"Burn (Dark in You, #1)",SUZANNE WRIGHT,https://www.goodreads.com/book/show/25828477-burn,4.07,"                28,532",2015,831,344,Fantasy,BURN,"Dark in You, #1"
"The Wedding Date (The Wedding Date, #1)",JASMINE GUILLORY,https://www.goodreads.com/book/show/33815781-the-wedding-date,3.6,"                118,198",2018,832,317,Romance,THE WEDDING DATE,"The Wedding Date, #1"
A Pho Love Story (Hardcover),LOAN LE,https://www.goodreads.com/book/show/54238295-a-pho-love-story,3.72,"                13,224",2021,833,402,Romance,A PHO LOVE STORY,Hardcover
Opposite of Always (Kindle Edition),JUSTIN A REYNOLDS,https://www.goodreads.com/book/show/35380157-opposite-of-always,3.68,"                21,064",2019,834,451,Romance,OPPOSITE OF ALWAYS,Kindle Edition
"Divine Blood (Guardians of the Maiden, #1)",BECK MICHAELS,https://www.goodreads.com/book/show/52870746-divine-blood,4.04,"                2,427",2020,835,488,Fantasy,DIVINE BLOOD,"Guardians of the Maiden, #1"
If I Had Your Face (Hardcover),FRANCES CHA,https://www.goodreads.com/book/show/52696537-if-i-had-your-face,3.76,"                35,439",2020,836,288,Fiction,IF I HAD YOUR FACE,Hardcover
"The Maze Runner (The Maze Runner, #1)",JAMES DASHNER,https://www.goodreads.com/book/show/6186357-the-maze-runner,4.04,"                1,282,390",2009,837,384,Young Adult,THE MAZE RUNNER,"The Maze Runner, #1"
One Day in December (Paperback),JOSIE SILVER,https://www.goodreads.com/book/show/38255337-one-day-in-december,3.9,"                233,072",2018,838,393,Romance,ONE DAY IN DECEMBER,Paperback
Educated (Hardcover),TARA WESTOVER,https://www.goodreads.com/book/show/35133922-educated,4.47,"                1,161,093",2018,839,334,Nonfiction,EDUCATED,Hardcover
"Vein Of Love (Blackest Gold, #1)",R SCARLETT,https://www.goodreads.com/book/show/30182619-vein-of-love,3.7,"                3,744",2016,840,390,Fantasy,VEIN OF LOVE,"Blackest Gold, #1"
"The Knife of Never Letting Go (Chaos Walking, #1)",PATRICK NESS,https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go,3.97,"                181,977",2008,841,512,Young Adult,THE KNIFE OF NEVER LETTING GO,"Chaos Walking, #1"
More Than This (Paperback),PATRICK NESS,https://www.goodreads.com/book/show/21969786-more-than-this,3.96,"                58,937",2013,842,480,Young Adult,MORE THAN THIS,Paperback
"Poison Study (Study, #1)",MARIA V SNYDER,https://www.goodreads.com/book/show/60510.Poison_Study,4.09,"                158,639",2005,843,427,Fantasy,POISON STUDY,"Study, #1"
"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",JK ROWLING,https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,4.48,"                8,545,155",1997,844,309,Fantasy,HARRY POTTER AND THE SORCERER'S STONE,"Harry Potter, #1"
"The Queen's Rising (The Queen’s Rising, #1)",REBECCA ROSS,https://www.goodreads.com/book/show/35098412-the-queen-s-rising,4.01,"                15,633",2018,845,464,Fantasy,THE QUEEN'S RISING,"The Queen’s Rising, #1"
Four Dead Queens (Hardcover),ASTRID SCHOLTE,https://www.goodreads.com/book/show/40367270-four-dead-queens,3.79,"                20,620",2019,846,413,Fantasy,FOUR DEAD QUEENS,Hardcover
"There Will Come a Darkness (The Age of Darkness, #1)",KATY ROSE POOL,https://www.goodreads.com/book/show/41823536-there-will-come-a-darkness,3.79,"                8,212",2019,847,496,Fantasy,THERE WILL COME A DARKNESS,"The Age of Darkness, #1"
Master of Salt & Bones (Kindle Edition),KERI LAKE,https://www.goodreads.com/book/show/50702585-master-of-salt-bones,4.0,"                11,137",2020,848,552,Romance,MASTER OF SALT & BONES,Kindle Edition
"A Strange Hymn (The Bargainer, #2)",LAURA THALASSA,https://www.goodreads.com/book/show/32871581-a-strange-hymn,4.04,"                41,334",2017,849,384,Fantasy,A STRANGE HYMN,"The Bargainer, #2"
Mr. Wrong Number (Kindle Edition),LYNN PAINTER,https://www.goodreads.com/book/show/58419108-mr-wrong-number,3.75,"                15,706",2022,850,350,Romance,MR. WRONG NUMBER,Kindle Edition
Restore me,JL SEEGARS,https://www.goodreads.com/book/show/59475898-restore-me,4.15,"                1,263",2022,851,Non,Romance,RESTORE ME,
"Ignite (Cloverleigh Farms, #6)",MELANIE HARLOW,https://www.goodreads.com/book/show/59562844-ignite,4.2,"                22,243",2021,852,350,Romance,IGNITE,"Cloverleigh Farms, #6"
I Kissed Shara Wheeler (Hardcover),CASEY MCQUISTON,https://www.goodreads.com/book/show/58756420-i-kissed-shara-wheeler,4.23,"                14,599",2022,853,356,Romance,I KISSED SHARA WHEELER,Hardcover
The Longing of Lone Wolves (Fae Guardians #1),LANA PECHERCZYK,https://www.goodreads.com/book/show/53303848-the-longing-of-lone-wolves,4.09,"                3,610",2021,854,424,Fantasy,THE LONGING OF LONE WOLVES,Fae Guardians #1
Book of Night (Hardcover),HOLLY BLACK,https://www.goodreads.com/book/show/58293924-book-of-night,3.6,"                10,632",2022,855,306,Fantasy,BOOK OF NIGHT,Hardcover
"One Moment Please (Wait With Me, #3)",AMY DAWS,https://www.goodreads.com/book/show/43582648-one-moment-please,4.12,"                15,939",2020,856,307,Romance,ONE MOMENT PLEASE,"Wait With Me, #3"
Find Me (WITSEC #1),ASHLEY N ROSTEK,https://www.goodreads.com/book/show/58570701-find-me,4.54,"                10,146",2021,857,221,Polyamorous,FIND ME,WITSEC #1
"Secrets We Hunt (One Night, #2)",DANA ISALY,https://www.goodreads.com/book/show/58553894-secrets-we-hunt,3.57,"                11,164",2022,858,89,Romance,SECRETS WE HUNT,"One Night, #2"
Into the Dark (Kindle Edition),DANA ISALY,https://www.goodreads.com/book/show/58503867-into-the-dark,3.69,"                2,949",2021,859,225,Dark,INTO THE DARK,Kindle Edition
Little Devil (Kindle Edition),BETHANY WINTERS,https://www.goodreads.com/book/show/58502916-little-devil,4.09,"                4,006",2021,860,272,Romance,LITTLE DEVIL,Kindle Edition
"The Spy (Kingmakers, #4)",SOPHIE LARK,https://www.goodreads.com/book/show/57731894-the-spy,4.48,"                7,811",2021,861,518,Romance,THE SPY,"Kingmakers, #4"
"Gilded (Gilded, #1)",MARISSA MEYER,https://www.goodreads.com/book/show/56614597-gilded,3.95,"                15,667",2021,862,502,Fantasy,GILDED,"Gilded, #1"
Moon Touched (Zodiac Wolves #1),ELIZABETH BRIGGS,https://www.goodreads.com/book/show/58779311-moon-touched,4.17,"                11,286",2021,863,324,Fantasy,MOON TOUCHED,Zodiac Wolves #1
"Broken Vow (Brutal Birthright, #5)",SOPHIE LARK,https://www.goodreads.com/book/show/55313082-broken-vow,4.24,"                12,811",2020,864,446,Romance,BROKEN VOW,"Brutal Birthright, #5"
Don't Kiss the Bride (Kindle Edition),CARIAN COLE,https://www.goodreads.com/book/show/56894372-don-t-kiss-the-bride,4.15,"                15,805",2021,865,484,Romance,DON'T KISS THE BRIDE,Kindle Edition
She Gets the Girl (Hardcover),RACHAEL LIPPINCOTT,https://www.goodreads.com/book/show/58437812-she-gets-the-girl,4.26,"                6,837",2022,866,384,Romance,SHE GETS THE GIRL,Hardcover
"Daughter of No Worlds (The War of Lost Hearts, #1)",CARISSA BROADBENT,https://www.goodreads.com/book/show/49826643-daughter-of-no-worlds,4.21,"                3,827",2020,867,520,Fantasy,DAUGHTER OF NO WORLDS,"The War of Lost Hearts, #1"
Convenience Store Woman (Paperback),SAYAKA MURATA,https://www.goodreads.com/book/show/38357895-convenience-store-woman,3.72,"                150,758",2016,868,163,Fiction,CONVENIENCE STORE WOMAN,Paperback
"Flame and Starlight (The Esteria, #1)",DANA ISALY,https://www.goodreads.com/book/show/57877026-flame-and-starlight,3.44,"                2,112",2021,869,300,Fantasy,FLAME AND STARLIGHT,"The Esteria, #1"
"A Lie for a Lie (All In, #1)",HELENA HUNTING,https://www.goodreads.com/book/show/44776456-a-lie-for-a-lie,3.99,"                29,227",2019,870,285,Romance,A LIE FOR A LIE,"All In, #1"
"Fight Dirty (Black Rose Kisses, #1)",EVA ASHWOOD,https://www.goodreads.com/book/show/55162671-fight-dirty,4.05,"                3,864",hed ,871,306,Polyamorous,FIGHT DIRTY,"Black Rose Kisses, #1"
"A Court of Honey and Ash (Honey and Ice Trilogy, #1)",SHANNON MAYER,https://www.goodreads.com/book/show/56273343-a-court-of-honey-and-ash,4.1,"                14,586",2021,872,420,Fantasy,A COURT OF HONEY AND ASH,"Honey and Ice Trilogy, #1"
"Resurrection (The Sainthood - Boys of Lowell High, #1)",SIOBHAN DAVIS,https://www.goodreads.com/book/show/51075749-resurrection,4.28,"                12,661",2020,873,371,Polyamorous,RESURRECTION,"The Sainthood - Boys of Lowell High, #1"
"A Song Below Water (A Song Below Water, #1)",BETHANY C MORROW,https://www.goodreads.com/book/show/39085465-a-song-below-water,3.78,"                9,658",2020,874,288,Fantasy,A SONG BELOW WATER,"A Song Below Water, #1"
"Rejected (Shadow Beast Shifters, #1)",JAYMIN EVE,https://www.goodreads.com/book/show/55189382-rejected,4.2,"                27,460",2020,875,398,Fantasy,REJECTED,"Shadow Beast Shifters, #1"
Sistersong (Hardcover),LUCY HOLLAND,https://www.goodreads.com/book/show/55264209-sistersong,4.03,"                4,111",2021,876,416,Fantasy,SISTERSONG,Hardcover
The Great Gatsby (Paperback),F SCOTT FITZGERALD,https://www.goodreads.com/book/show/4671.The_Great_Gatsby,3.93,"                4,462,918",1925,877,180,Classics,THE GREAT GATSBY,Paperback
"Court (Crave, #4)",TRACY WOLFF,https://www.goodreads.com/book/show/55527921-court,4.24,"                11,600",2022,878,939,Fantasy,COURT,"Crave, #4"
What My Mother and I Don't Talk About: Fifteen Writers Break the Silence (Hardcover),MICHELE FILGATE,https://www.goodreads.com/book/show/42201997-what-my-mother-and-i-don-t-talk-about,3.83,"                6,705",2019,879,288,Nonfiction,WHAT MY MOTHER AND I DON'T TALK ABOUT: FIFTEEN WRITERS BREAK THE SILENCE,Hardcover
You Have a Match (Hardcover),(EDITOR),https://www.goodreads.com/book/show/53138158-you-have-a-match,3.64,"                21,864",2021,880,320,Young Adult,YOU HAVE A MATCH,Hardcover
Untamed (Hardcover),EMMA LORD,https://www.goodreads.com/book/show/52129515-untamed,4.02,"                314,193",2020,881,333,Nonfiction,UNTAMED,Hardcover
Two Can Keep a Secret (Hardcover),GLENNON DOYLE,https://www.goodreads.com/book/show/38225791-two-can-keep-a-secret,3.97,"                94,218",2019,882,329,Mystery,TWO CAN KEEP A SECRET,Hardcover
Sweetbitter (Hardcover),KAREN M MCMANUS,https://www.goodreads.com/book/show/26192646-sweetbitter,3.31,"                63,685",2016,883,356,Fiction,SWEETBITTER,Hardcover
101 Essays That Will Change the Way You Think (Kindle Edition),STEPHANIE DANLER,https://www.goodreads.com/book/show/32998876-101-essays-that-will-change-the-way-you-think,3.87,"                11,110",2016,884,334,Nonfiction,101 ESSAYS THAT WILL CHANGE THE WAY YOU THINK,Kindle Edition
The Midnight Bargain (Hardcover),BRIANNA WIEST,https://www.goodreads.com/book/show/49151031-the-midnight-bargain,3.77,"                9,336",2020,885,384,Fantasy,THE MIDNIGHT BARGAIN,Hardcover
More Happy Than Not (Hardcover),CL POLK,https://www.goodreads.com/book/show/19542841-more-happy-than-not,3.99,"                54,170",2015,886,293,Young Adult,MORE HAPPY THAN NOT,Hardcover
"Twist Me (Twist Me, #1)",ADAM SILVERA,https://www.goodreads.com/book/show/31847592-twist-me,3.94,"                25,720",2014,887,312,Dark,TWIST ME,"Twist Me, #1"
No Exit (Kindle Edition),ANNA ZAIRES,https://www.goodreads.com/book/show/35522836-no-exit,4.03,"                100,463",2018,888,278,Thriller,NO EXIT,Kindle Edition
"The Bone Witch (The Osseous Chronicles, #1)",TAYLOR ADAMS,https://www.goodreads.com/book/show/55448116-the-bone-witch,4.16,"                5,879",2020,889,292,Fantasy,THE BONE WITCH,"The Osseous Chronicles, #1"
"Shadow Frost (Shadow Frost, #1)",IVY ASHER,https://www.goodreads.com/book/show/43611226-shadow-frost,3.75,"                1,216",2019,890,400,Fantasy,SHADOW FROST,"Shadow Frost, #1"
"Witches Steeped in Gold (Witches Steeped in Gold, #1)",COCO MA,https://www.goodreads.com/book/show/51813582-witches-steeped-in-gold,3.24,"                4,229",2021,891,544,Fantasy,WITCHES STEEPED IN GOLD,"Witches Steeped in Gold, #1"
"The Way of Shadows (Night Angel, #1)",CIANNON SMART,https://www.goodreads.com/book/show/3227063-the-way-of-shadows,4.14,"                158,295",2008,892,645,Fantasy,THE WAY OF SHADOWS,"Night Angel, #1"
Shameless King (Kings of Rittenhouse #1),BRENT WEEKS,https://www.goodreads.com/book/show/46117145-shameless-king,3.71,"                11,321",2018,893,312,Romance,SHAMELESS KING,Kings of Rittenhouse #1
The Loneliest Girl in the Universe (Paperback),MAYA HUGHES,https://www.goodreads.com/book/show/32601841-the-loneliest-girl-in-the-universe,3.76,"                17,800",2018,894,290,Science Fiction,THE LONELIEST GIRL IN THE UNIVERSE,Paperback
"Wait for You (Wait for You, #1)",LAUREN JAMES,https://www.goodreads.com/book/show/17314430-wait-for-you,4.16,"                150,558",2013,895,386,Romance,WAIT FOR YOU,"Wait for You, #1"
"The Traitor's Kiss (The Traitor's Circle, #1)",JENNIFER L ARMENTROUT,https://www.goodreads.com/book/show/29346870-the-traitor-s-kiss,3.96,"                12,465",2017,896,352,Fantasy,THE TRAITOR'S KISS,"The Traitor's Circle, #1"
"The Mermaid, the Witch, and the Sea (Hardcover)",ERIN BEATY,https://www.goodreads.com/book/show/51710973-the-mermaid-the-witch-and-the-sea,3.81,"                6,184",2020,897,360,Fantasy,"THE MERMAID, THE WITCH, AND THE SEA",Hardcover
Forbidden (Paperback),MAGGIE TOKUDA-HALL,https://www.goodreads.com/book/show/7600924-forbidden,4.0,"                65,867",2010,898,418,Romance,FORBIDDEN,Paperback
Giovanni's Room (Paperback),TABITHA SUZUMA,https://www.goodreads.com/book/show/38462.Giovanni_s_Room,4.28,"                94,490",1956,899,159,Fiction,GIOVANNI'S ROOM,Paperback
"The Girl of Fire and Thorns (Fire and Thorns, #1)",JAMES BALDWIN,https://www.goodreads.com/book/show/10429092-the-girl-of-fire-and-thorns,3.79,"                79,258",2011,900,423,Fantasy,THE GIRL OF FIRE AND THORNS,"Fire and Thorns, #1"
"We Set the Dark on Fire (We Set the Dark on Fire, #1)",TEHLOR KAY MEJIA,https://www.goodreads.com/book/show/37868569-we-set-the-dark-on-fire,3.76,"                14,103",2019,901,384,Fantasy,WE SET THE DARK ON FIRE,"We Set the Dark on Fire, #1"
"The Friend Zone (The Friend Zone, #1)",ABBY JIMENEZ,https://www.goodreads.com/book/show/41945163-the-friend-zone,3.89,"                77,924",2019,902,372,Romance,THE FRIEND ZONE,"The Friend Zone, #1"
Among the Beasts & Briars (Hardcover),ASHLEY POSTON,https://www.goodreads.com/book/show/50622362-among-the-beasts-briars,3.8,"                9,321",2020,903,352,Fantasy,AMONG THE BEASTS & BRIARS,Hardcover
We Are the Ants (Hardcover),SHAUN DAVID HUTCHINSON,https://www.goodreads.com/book/show/23677341-we-are-the-ants,4.15,"                40,817",2016,904,455,Young Adult,WE ARE THE ANTS,Hardcover
Spinning Silver (Kindle Edition),NAOMI NOVIK,https://www.goodreads.com/book/show/36896898-spinning-silver,4.21,"                103,737",2018,905,465,Fantasy,SPINNING SILVER,Kindle Edition
"Bound by Hatred (Born in Blood Mafia Chronicles, #3)",CORA REILLY,https://www.goodreads.com/book/show/52003821-bound-by-hatred,3.93,"                39,816",2015,906,281,Romance,BOUND BY HATRED,"Born in Blood Mafia Chronicles, #3"
