title_and_specs,author,urls,avg_rating,num_ratings,date_published,booktok_popularity,num_pages,top_genre,title,series_format,rank,rank_last_week,weeks_on_list,primary_isbn13,publisher,description,book_image,amazon_product_url,week,nyt_list
,JANET EVANOVICH AND LEE GOLDBERG,,,,,,,,THE PURSUIT,,3.0,0.0,1.0,9780553392784,Bantam,"The F.B.I. agent Kate O’Hare and her con man partner, Nick Fox, face off against a dangerous ex-Serbian military officer.",https://storage.googleapis.com/du-prd/books/images/9780553392784.jpg,http://www.amazon.com/Pursuit-Fox-OHare-Novel-ebook/dp/B017G7IVSW?tag=NYTBSREV-20,2016-07-10,Combined Print & E-Book Fiction
,NORA ROBERTS,,,,,,,,BAY OF SIGHS,,1.0,0.0,1.0,9780698190740,Berkley,"In this second installment of the Guardians trilogy, Sawyer brings the group to the island of Capri, where he’s drawn to the mermaid Annika.",https://storage.googleapis.com/du-prd/books/images/9780698190740.jpg,http://www.amazon.com/Sighs-Guardians-Trilogy-Nora-Roberts-ebook/dp/B016JPTMIK?tag=NYTBSREV-20,2016-07-03,Combined Print & E-Book Fiction
,BRAD THOR,,,,,,,,FOREIGN AGENT,,3.0,0.0,1.0,9781476789378,Emily Bestler/Atria,The counterterrorism operative Scot Harvath searches for an informant who has compromised an American mission in Syria.,https://storage.googleapis.com/du-prd/books/images/9781476789378.jpg,http://www.amazon.com/Foreign-Agent-Thriller-Scot-Harvath-ebook/dp/B0176M3X5S?tag=NYTBSREV-20,2016-07-03,Combined Print & E-Book Fiction
,ELIN HILDERBRAND,,,,,,,,HERE'S TO US,,6.0,0.0,1.0,9780316375153,"Little, Brown",Sparks fly as a celebrity chef’s ex-wives pile into a small cabin in Nantucket to join his widow for the reading of his will.,https://storage.googleapis.com/du-prd/books/images/9780316375153.jpg,http://www.amazon.com/Heres-Us-Elin-Hilderbrand-ebook/dp/B0169ATKUK?tag=NYTBSREV-20,2016-07-03,Combined Print & E-Book Fiction
,GRANT BLACKWOOD,,,,,,,,TOM CLANCY: DUTY AND HONOR,,7.0,0.0,1.0,9780698410657,Putnam,A secretive German organization is trying to kill Tom Clancy’s character Jack Ryan Jr. (Clancy died in 2013.),https://storage.googleapis.com/du-prd/books/images/9780399176807.jpg,http://www.amazon.com/Clancy-Duty-Honor-Jack-Novel/dp/0399176802?tag=NYTBSREV-20,2016-07-03,Combined Print & E-Book Fiction
,STEPHEN KING,,,,,,,,END OF WATCH,,1.0,0.0,1.0,9781501129742,Scribner,The conclusion of the Bill Hodges trilogy.,https://storage.googleapis.com/du-prd/books/images/9781501134159.jpg,http://www.amazon.com/End-Watch-Novel-Hodges-Trilogy-ebook/dp/B0167CNCFY?tag=NYTBSREV-20,2016-06-26,Combined Print & E-Book Fiction
,JAMES PATTERSON,,,,,,,,CROSS KILL,,3.0,0.0,1.0,9780316360623,"Little, Brown",Alex Cross thinks he's seeing things when a killer thought long dead returns to action.,https://storage.googleapis.com/du-prd/books/images/9780316360623.jpg,http://www.amazon.com/Cross-Kill-Alex-Story-BookShots-ebook/dp/B01C37XFY0?tag=NYTBSREV-20,2016-06-26,Combined Print & E-Book Fiction
,STUART WOODS,,,,,,,,DISHONORABLE INTENTIONS,,4.0,0.0,1.0,9780399573934,Putnam,"The New York lawyer Stone Barrington and his latest girlfriend are pursued by her ex-husband, who has connections with the Russian mob.",https://storage.googleapis.com/du-prd/books/images/9780399573910.jpg,http://www.amazon.com/Dishonorable-Intentions-Stone-Barrington-Novel/dp/0399573917?tag=NYTBSREV-20,2016-06-26,Combined Print & E-Book Fiction
,BRAD MELTZER AND TOD GOLDBERG,,,,,,,,THE HOUSE OF SECRETS,,6.0,0.0,1.0,9781455559503,Grand Central,"The host of a conspiracy TV show is dead, his daughter injured and in the grip of amnesia.",https://storage.googleapis.com/du-prd/books/images/9781455559503.jpg,http://www.amazon.com/House-Secrets-Brad-Meltzer-ebook/dp/B016JC0SKY?tag=NYTBSREV-20,2016-06-26,Combined Print & E-Book Fiction
,JAMES PATTERSON WITH MAX DILALLO,,,,,,,,ZOO 2,,10.0,0.0,1.0,9780316317122,"Little, Brown",Human mutation proves a curse and a blessing after another siege of beasts.,https://storage.googleapis.com/du-prd/books/images/9780316360579.jpg,http://www.amazon.com/Zoo-2-BookShots-James-Patterson-ebook/dp/B01C37XFXQ?tag=NYTBSREV-20,2016-06-26,Combined Print & E-Book Fiction
,CLIVE CUSSLER AND BOYD MORRISON,,,,,,,,THE EMPEROR'S REVENGE,,2.0,0.0,1.0,9780698406513,Putnam,Juan Cabrillo teams up with a former C.I.A. colleague to thwart a plan involving the death of millions and international economic meltdown.,https://storage.googleapis.com/du-prd/books/images/9780399175961.jpg,http://www.amazon.com/Emperors-Revenge-Oregon-Files/dp/0399175962?tag=NYTBSREV-20,2016-06-19,Combined Print & E-Book Fiction
,LISA KLEYPAS,,,,,,,,MARRYING WINTERBORNE,,3.0,0.0,1.0,9780062371843,Avon,A commoner rises above his station and seeks a wife reflective of his standing.,https://storage.googleapis.com/du-prd/books/images/9780062371850.jpg,http://www.amazon.com/Marrying-Winterborne-Lisa-Kleypas/dp/0062371851?tag=NYTBSREV-20,2016-06-19,Combined Print & E-Book Fiction
,NOAH HAWLEY,,,,,,,,BEFORE THE FALL,,4.0,0.0,1.0,9781455561803,Grand Central,"After a private jet crashes, a firestorm of media madness ensues.",https://storage.googleapis.com/du-prd/books/images/9781455561803.jpg,http://www.amazon.com/Before-Fall-Noah-Hawley-ebook/dp/B0151YQUTE?tag=NYTBSREV-20,2016-06-19,Combined Print & E-Book Fiction
,DOROTHEA BENTON FRANK,,,,,,,,ALL SUMMER LONG,,5.0,0.0,1.0,9780062390776,Morrow/HarperCollins,An interior decorator with a billionaire client list balks at retiring with her husband to a South Carolina island.,https://storage.googleapis.com/du-prd/books/images/9780062390776.jpg,http://www.amazon.com/Summer-Long-Dorothea-Benton-Frank-ebook/dp/B015MOCRMC?tag=NYTBSREV-20,2016-06-19,Combined Print & E-Book Fiction
,ALAN FURST,,,,,,,,A HERO OF FRANCE,,8.0,0.0,1.0,9780812996500,Random House,A Resistance leader aids the wartime effort without losing sight of the simple and essential pleasures of life.,https://storage.googleapis.com/du-prd/books/images/9780812996500.jpg,http://www.amazon.com/Hero-France-Novel-Alan-Furst-ebook/dp/B018CHH2A8?tag=NYTBSREV-20,2016-06-19,Combined Print & E-Book Fiction
,KAT MARTIN,,,,,,,,INTO THE WHIRLWIND,,12.0,0.0,1.0,9781420139037,Zebra,A woman turns to her former bodyguard when her young son is kidnapped.,https://storage.googleapis.com/du-prd/books/images/9781420139037.jpg,http://www.amazon.com/Into-Whirlwind-BOSS-Inc-Martin-ebook/dp/B01501H2BS?tag=NYTBSREV-20,2016-06-19,Combined Print & E-Book Fiction
,JUSTIN CRONIN,,,,,,,,THE CITY OF MIRRORS,,2.0,0.0,1.0,9780804177641,Ballantine,"In the conclusion to the trilogy that included “The Passage” and “The Twelve,” the virals bent on destroying humanity seem to have been vanquished, only to rise again.",https://storage.googleapis.com/du-prd/books/images/9780804177641.jpg,http://www.amazon.com/City-Mirrors-Novel-Passage-Trilogy-ebook/dp/B015BCWZWW?tag=NYTBSREV-20,2016-06-12,Combined Print & E-Book Fiction
,HEATHER GRAHAM,,,,,,,,HAUNTED DESTINY,,9.0,0.0,1.0,9781459294141,Mira,The head of the F.B.I.'s special paranormal division books passage on a cruise ship with a killer on board.,https://storage.googleapis.com/du-prd/books/images/9781459294141.jpg,http://www.amazon.com/Haunted-Destiny-Hunters-Heather-Graham-ebook/dp/B016UF8W0S?tag=NYTBSREV-20,2016-06-12,Combined Print & E-Book Fiction
,AURORA ROSE REYNOLDS,,,,,,,,UNTIL JUNE,,13.0,0.0,1.0,A00B01CF9YVSA,Aurora Rose Reynolds,"Their secret marriage and divorce behind them, June and Evan consider rekindling.",https://storage.googleapis.com/du-prd/books/images/A00B01CF9YVSA.jpg,http://www.amazon.com/Until-June-Aurora-Rose-Reynolds/dp/1533307997?tag=NYTBSREV-20,2016-06-12,Combined Print & E-Book Fiction
,LAURA GRIFFIN,,,,,,,,DEEP DARK,,15.0,0.0,1.0,9781476779287,Pocket Books,Reed Novak senses a serial killer is on the prowl in this latest installment in the Tracers series.,https://storage.googleapis.com/du-prd/books/images/9781476779287.jpg,http://www.amazon.com/Deep-Dark-Tracers-Book-10-ebook/dp/B010MHA528?tag=NYTBSREV-20,2016-06-12,Combined Print & E-Book Fiction
,MARY KAY ANDREWS,,,,,,,,THE WEEKENDERS,,3.0,0.0,1.0,9781466872929,St. Martin's,"On the North Carolina island of Belle Isle, a woman investigates her husband’s shady financial affairs after his mysterious death.",https://storage.googleapis.com/du-prd/books/images/9781466872929.jpg,http://www.amazon.com/Weekenders-Novel-Mary-Kay-Andrews-ebook/dp/B0177626W4?tag=NYTBSREV-20,2016-06-05,Combined Print & E-Book Fiction
,JOE HILL,,,,,,,,THE FIREMAN,,5.0,0.0,1.0,9780062200631,Morrow/HarperCollins,"During an epidemic that causes people to spontaneously combust, an infected New Hampshire nurse fights to stay alive, aided by a mysterious figure known as the Fireman.",https://storage.googleapis.com/du-prd/books/images/9780062200655.jpg,http://www.amazon.com/Fireman-Novel-Joe-Hill-ebook/dp/B013C5M08O?tag=NYTBSREV-20,2016-06-05,Combined Print & E-Book Fiction
,DOUGLAS PRESTON AND LINCOLN CHILD,,,,,,,,BEYOND THE ICE LIMIT,,6.0,0.0,1.0,9781455525881,Grand Central,"In a sequel to “The Ice Limit” (2000), Gideon Crew pursues a meteorite that has sunk to the ocean floor. Or is it only a meteorite?",https://storage.googleapis.com/du-prd/books/images/9781455525881.jpg,http://www.amazon.com/Beyond-Ice-Limit-Gideon-Novel-ebook/dp/B016JC0SPO?tag=NYTBSREV-20,2016-06-05,Combined Print & E-Book Fiction
,DENISE GROVER SWANK,,,,,,,,THIRTY-SIX AND A HALF MOTIVES,,9.0,0.0,1.0,9781939996398,Denise Grover Swank,"A nemesis is arrested, but his extensive network threatens revenge in the ninth book in the Rose Gardner mystery series.",https://storage.googleapis.com/du-prd/books/images/9781939996398.jpg,http://www.amazon.com/Thirty-Six-Half-Motives-Gardner-Mystery-ebook/dp/B01C6PX9FY?tag=NYTBSREV-20,2016-06-05,Combined Print & E-Book Fiction
,JANE GREEN,,,,,,,,THE BEACH HOUSE,,10.0,0.0,1.0,9781440635861,Berkley,"When a widow on Nantucket learns she may lose her house, she turns it into a bed-and-breakfast. Originally published in 2008.",https://storage.googleapis.com/du-prd/books/images/9781440635861.jpg,http://www.amazon.com/Beach-House-Novel-Jane-Green-ebook/dp/B0011UCOXE?tag=NYTBSREV-20,2016-06-05,Combined Print & E-Book Fiction
,CRAIG JOHNSON,,,,,,,,THE HIGHWAYMAN,,11.0,0.0,1.0,9780735220911,Viking,Wyoming’s Sheriff Walt Longmire (the inspiration for the Netflix series “Longmire”) encounters the supernatural in this novella.,https://storage.googleapis.com/du-prd/books/images/9780735220898.jpg,http://www.amazon.com/Highwayman-Longmire-Story-Craig-Johnson/dp/0735220891?tag=NYTBSREV-20,2016-06-05,Combined Print & E-Book Fiction
,TARAN MATHARU,,,,,,,,THE INQUISITION,,3.0,0.0,1.0,9781250076311,Feiwel & Friends,A sequel finds Fletcher battling orcs in a bid to save the empire.,https://storage.googleapis.com/du-prd/books/images/9781250086891.jpg,http://www.amazon.com/The-Inquisition-Summoner-Book-Trilogy-ebook/dp/B0176X31QI?tag=NYTBSREV-20,2016-05-29,Young Adult Hardcover
,MORGAN MATSON,,,,,,,,THE UNEXPECTED EVERYTHING,,6.0,0.0,1.0,9781481404549,Simon & Schuster,A teenager's summer plans are upended when her congressman father is caught in a scandal.,https://storage.googleapis.com/du-prd/books/images/9781481404549.jpg,http://www.amazon.com/The-Unexpected-Everything-Morgan-Matson/dp/1481404547?tag=NYTBSREV-20,2016-05-29,Young Adult Hardcover
,LINDA HOWARD,,,,,,,,TROUBLEMAKER,,7.0,0.0,1.0,9780062419002,Morrow,"After an ambush, an operative hiding out in a West Virginia town finds comfort in his housemate, the part-time police chief.",https://storage.googleapis.com/du-prd/books/images/9780062419002.jpg,http://www.amazon.com/Troublemaker-A-Novel-Linda-Howard-ebook/dp/B015MOJ8X8?tag=NYTBSREV-20,2016-05-29,Combined Print & E-Book Fiction
,DEBBIE MACOMBER,,,,,,,,16 LIGHTHOUSE ROAD,,11.0,0.0,1.0,9781459254824,Mira,A judge makes headlines when she refuses to grant a divorce to a couple she senses are still in love.,https://storage.googleapis.com/du-prd/books/images/9781426865466.jpg,http://www.amazon.com/Lighthouse-Road-Cedar-Cove-Novel-ebook/dp/B00CJPYDH0?tag=NYTBSREV-20,2016-05-29,Combined Print & E-Book Fiction
,JAMES PATTERSON AND MAXINE PAETRO,,,,,,,,15TH AFFAIR,,1.0,0.0,1.0,9780316290050,"Little, Brown","When a brutal murder threatens the domestic happiness of the San Francisco police detective Lindsay Boxer, she turns for help to the Women’s Murder Club.",https://storage.googleapis.com/du-prd/books/images/9780316407076.jpg,http://www.amazon.com/15th-Affair-Womens-Murder-Club/dp/0316407070?tag=NYTBSREV-20,2016-05-22,Combined Print & E-Book Fiction
,JENNA EVANS WELCH,,,,,,,,LOVE AND GELATO,,4.0,0.0,1.0,9781481432542,Simon Pulse,"After the death of her mother, a teenager moves to Italy to join the father she doesn't know.",https://storage.googleapis.com/du-prd/books/images/9781481432542.jpg,http://www.amazon.com/Love-Gelato-Jenna-Evans-Welch/dp/1481432540?tag=NYTBSREV-20,2016-05-22,Young Adult Hardcover
,DANIELLE STEEL,,,,,,,,THE APARTMENT,,4.0,0.0,1.0,9780804179676,Delacorte,Four young women share a Hell’s Kitchen loft.,https://storage.googleapis.com/du-prd/books/images/9780804179676.jpg,http://www.amazon.com/The-Apartment-Novel-Danielle-Steel-ebook/dp/B017G7JXNE?tag=NYTBSREV-20,2016-05-22,Combined Print & E-Book Fiction
,CLAUDIA GRAY,,,,,,,,STAR WARS: BLOODLINE,,7.0,0.0,1.0,9780345511362,Del Rey,Leia Organa is urged to become First Senator of the New Republic.,https://storage.googleapis.com/du-prd/books/images/9781101885253.jpg,http://www.amazon.com/Bloodline-Star-Wars-Claudia-Gray-ebook/dp/B00Z3G1VU4?tag=NYTBSREV-20,2016-05-22,Combined Print & E-Book Fiction
,MARY BALOGH,,,,,,,,ONLY BELOVED,,8.0,0.0,1.0,9780698411326,Signet,A widower duke considers couplehood again when he meets a beguiling music teacher.,https://storage.googleapis.com/du-prd/books/images/9780698411326.jpg,http://www.amazon.com/Only-Beloved-Survivors-Club-Novel-ebook/dp/B013Q70EWM?tag=NYTBSREV-20,2016-05-22,Combined Print & E-Book Fiction
,KIMBERLY MCCREIGHT,,,,,,,,THE OUTLIERS,,10.0,0.0,1.0,9780062359094,Harper,"After receiving a disturbing text from her best friend, Wylie heads deep into the Maine woods in search of her.",https://storage.googleapis.com/du-prd/books/images/9780062359117.jpg,http://www.amazon.com/The-Outliers-Kimberly-McCreight-ebook/dp/B01415ZAE0?tag=NYTBSREV-20,2016-05-22,Young Adult Hardcover
,LAUREN BLAKELY,,,,,,,,MISTER O,,11.0,0.0,1.0,A00B01F1476OC,Lauren Blakely,The sister of an accomplished seducer's best friend asks him to teach her everything he knows about how to attract a man.,https://storage.googleapis.com/du-prd/books/images/A00B01F1476OC.jpg,http://www.amazon.com/Mister-Lauren-Blakely-ebook/dp/B01F1476OC?tag=NYTBSREV-20,2016-05-22,Combined Print & E-Book Fiction
,RICHARD RUSSO,,,,,,,,EVERYBODY'S FOOL,,13.0,0.0,1.0,9780307270641,Knopf,"We’re back in North Bath, N.Y., in a sequel to “Nobody’s Fool.”",https://storage.googleapis.com/du-prd/books/images/9780307270641.jpg,http://www.amazon.com/Everybodys-Fool-novel-Richard-Russo/dp/0307270645?tag=NYTBSREV-20,2016-05-22,Combined Print & E-Book Fiction
,ACE ATKINS,,,,,,,,ROBERT B. PARKER'S SLOW BURN,,14.0,0.0,1.0,9780698161245,Putnam,"Spenser is back, leaving a trail of antagonism as he investigates a series of suspicious Boston fires.",https://storage.googleapis.com/du-prd/books/images/9780399170850.jpg,http://www.amazon.com/Robert-Parkers-Slow-Burn-Spenser/dp/0399170855?tag=NYTBSREV-20,2016-05-22,Combined Print & E-Book Fiction
,MAYA BANKS,,,,,,,,DOMINATED,,15.0,0.0,1.0,9780698191822,Berkley,"Drake tries to win back Evangeline's affections, but can she trust him enough to give him a second chance?",https://storage.googleapis.com/du-prd/books/images/9780698191822.jpg,http://www.amazon.com/Dominated-The-Enforcers-Maya-Banks/dp/0425280667?tag=NYTBSREV-20,2016-05-22,Combined Print & E-Book Fiction
,JOHN SANDFORD,,,,,,,,EXTREME PREY,,1.0,0.0,1.0,9780698407107,Putnam,"Lucas Davenport, who has left the Minnesota Bureau of Criminal Apprehension, is in Iowa trying to foil a plot to assassinate a Hillary Clinton-like candidate. The 26th Lucas Davenport thriller.",https://storage.googleapis.com/du-prd/books/images/9780698407107.jpg,http://www.amazon.com/Extreme-Prey-John-Sandford-ebook/dp/B013D664Q6?tag=NYTBSREV-20,2016-05-15,Combined Print & E-Book Fiction
,RENÉE AHDIEH,,,,,,,,THE ROSE AND THE DAGGER,,2.0,0.0,1.0,9780399171628,Penguin,"A sequel delves deeply into ""The Arabian Nights.""",https://storage.googleapis.com/du-prd/books/images/9780399171628.jpg,http://www.amazon.com/The-Rose-Dagger-Wrath-Dawn/dp/0399171622?tag=NYTBSREV-20,2016-05-15,Young Adult Hardcover
,CHRISTINE FEEHAN,,,,,,,,FIRE BOUND,,4.0,0.0,1.0,9780698197756,Jove,"A glassblower travels to Italy, where her bodyguard catches her eye.",https://storage.googleapis.com/du-prd/books/images/9780698197756.jpg,http://www.amazon.com/Fire-Bound-Haven-Sisters-Heart-Book-ebook/dp/B013D663IA?tag=NYTBSREV-20,2016-05-15,Combined Print & E-Book Fiction
,SUSAN MALLERY,,,,,,,,BEST OF MY LOVE,,6.0,0.0,1.0,9781459293892,HQN,A baker and an adventure-travel agent navigate the claustrophobia of love in a small town.,https://storage.googleapis.com/du-prd/books/images/9780373789191.jpg,http://www.amazon.com/Best-My-Love-Fools-Gold/dp/037378919X?tag=NYTBSREV-20,2016-05-15,Combined Print & E-Book Fiction
,IRIS JOHANSEN,,,,,,,,HIDE AWAY,,9.0,0.0,1.0,9781466887206,St. Martin's Press,A forensic sculptor heads to the Scottish Highlands in search of treasure.,https://storage.googleapis.com/du-prd/books/images/9781466887206.jpg,http://www.amazon.com/Hide-Away-Eve-Duncan-Novel-ebook/dp/B0111JLTLC?tag=NYTBSREV-20,2016-05-15,Combined Print & E-Book Fiction
,MARIE FORCE,,,,,,,,AIN'T SHE SWEET,,13.0,0.0,1.0,9780698192874,Berkley,"While training for a marathon, a man finds a prickly paramour.",https://storage.googleapis.com/du-prd/books/images/9780698192874.jpg,http://www.amazon.com/Aint-Sweet-Green-Mountain-Romance-ebook/dp/B011IUSP70?tag=NYTBSREV-20,2016-05-15,Combined Print & E-Book Fiction
,DAVID BALDACCI,,,,,,,,THE LAST MILE,,1.0,0.0,1.0,9781455586486,Grand Central,"In a sequel to “Memory Man,” Amos Decker, a detective with an extraordinary memory, investigates the case of a convicted killer who wins a last-minute reprieve.",https://storage.googleapis.com/du-prd/books/images/9781455586455.jpg,http://www.amazon.com/The-Last-Mile-Amos-Decker-ebook/dp/B016JC0THQ?tag=NYTBSREV-20,2016-05-08,Combined Print & E-Book Fiction
,KRISTEN ASHLEY,,,,,,,,BOUNTY,,4.0,0.0,1.0,9781310258299,Kristen Ashley,"A grieving woman heads to Colorado, where a biker fatuously attempts to resist her.",https://storage.googleapis.com/du-prd/books/images/9781310258299.jpg,http://www.amazon.com/Bounty-Colorado-Mountain-Series-Book-ebook/dp/B01B53SJD0?tag=NYTBSREV-20,2016-05-08,Combined Print & E-Book Fiction
,JESSE ANDREWS,,,,,,,,THE HATERS,,6.0,0.0,1.0,9781419720789,Amulet,Three band mates ditch jazz camp for life on tour and the search for the perfect set.,https://storage.googleapis.com/du-prd/books/images/9781419720789.jpg,http://www.amazon.com/The-Haters-Jesse-Andrews/dp/1419720783?tag=NYTBSREV-20,2016-05-08,Young Adult Hardcover
,CURTIS SITTENFELD,,,,,,,,ELIGIBLE,,9.0,0.0,1.0,9780812997613,Random House,"The author of “Prep” and “American Wife” retells “Pride and Prejudice,” set in the Cincinnati suburbs in the present.",https://storage.googleapis.com/du-prd/books/images/9780812997613.jpg,http://www.amazon.com/Eligible-modern-retelling-Pride-Prejudice/dp/1400068320?tag=NYTBSREV-20,2016-05-08,Combined Print & E-Book Fiction
